,Fecha,Oficina,Tipo,DETALLE,Documento,Monto,Saldo Contable,concepto,OBSERVACIONA
29,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,11,EXPENSAS
30,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,12,EXPENSAS
31,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,13,EXPENSAS
32,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,14,EXPENSAS
33,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,15,EXPENSAS
34,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,16,EXPENSAS
35,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,17,EXPENSAS
36,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,18,EXPENSAS
37,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,19,EXPENSAS
38,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,20,EXPENSAS
39,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,21,EXPENSAS
40,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,22,EXPENSAS
41,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,23,EXPENSAS
42,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,24,EXPENSAS
43,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,25,EXPENSAS
44,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,26,EXPENSAS
45,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,27,EXPENSAS
46,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,28,EXPENSAS
47,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,29,EXPENSAS
48,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,30,EXPENSAS
49,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,31,EXPENSAS
50,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,32,EXPENSAS
51,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,33,EXPENSAS
52,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,34,EXPENSAS
53,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,35,EXPENSAS
54,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,36,EXPENSAS
55,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,37,EXPENSAS
56,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,38,EXPENSAS
57,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,39,EXPENSAS
58,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,40,EXPENSAS
59,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,41,EXPENSAS
60,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,42,EXPENSAS
61,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,43,EXPENSAS
62,2022-04-01,PUMAMAQUI, D ,EXPENSA MES  ABRIL,1042022,13.5,0,44,EXPENSAS
63,2022-04-04,AG. NORTE,C,TRANSFERENCIA INTERNET                            ,17765825, $ 13.50 ," $ 2,274.72 ",30,
64,2022-04-04,AG. NORTE,C,TRANSFERENCIA INTERNET                            ,51356831, $ 13.50 ," $ 2,288.22 ",3,
65,2022-04-04,AG. NORTE,C,TRANSFERENCIA INTERBANCARIA RECIBIDA              ,76364596, $ 15.00 ," $ 2,303.22 ",,
66,2022-04-04,CENTRO SERVIC. OPERAT. SS. QTO,C,TRANSFERENCIA INTERBANCARIA RECIBIDA              ,93895354, $ 50.00 ," $ 2,353.22 ",,
67,2022-04-06,AG. NORTE,C,TRANSFERENCIA INTERNET                            ,16560172, $ 13.50 ," $ 2,366.72 ",40,
68,2022-04-06,AG. NORTE,C,TRANSFERENCIA INTERNET                            ,24280083, $ 13.50 ," $ 2,380.22 ",,
69,2022-04-07,AG. NORTE,C,TRANSFERENCIA INTERNET                            ,37020328, $ 14.00 ," $ 2,394.22 ",29,
70,2022-04-08,AG. NORTE,C,DEP CNB 1711297463002                             ,35122821, $ 13.50 ," $ 2,407.72 ",,
71,2022-04-11,CENTRO SERVIC. OPERAT. SS. QTO,D,COSTO OPER CASH                                   ,129293233, $ 0.36 ," $ 2,407.36 ",SPI,
72,2022-04-11,CENTRO SERVIC. OPERAT. SS. QTO,D,COSTO IVA CASH,129293233, $ 0.04 ," $ 2,407.32 ",SPI,
73,2022-04-11,CENTRO SERVIC. OPERAT. SS. QTO,D,83259710-CORPORACION NAC-CT-CC|210011032          ,129293233, $ 14.46 ," $ 2,392.86 ",TELEFONO,
74,2022-04-12,CANAL CORPORATIVO QUITO,C,PDIRECTO TRANSF RECIBIDAS                         ,33581912, $ 40.00 ," $ 2,432.86 ",35,
75,2022-04-14,AG. NORTE,D,COM MEER TRF         000000002                    ,57875029, $ 0.31 ," $ 2,432.55 ",SPI,
76,2022-04-14,AG. NORTE,D,IVA MEER TRF         000000002                    ,57875029, $ 0.04 ," $ 2,432.51 ",SPI,
77,2022-04-14,AG. NORTE,D,PAGO MEER TRF   00000000200013981168              ,57875029, $ 24.22 ," $ 2,408.29 ",LUZ02,
78,2022-04-14,AG. NORTE,D,COM MEER TRF         000000002                    ,58189581, $ 0.31 ," $ 2,407.98 ",SPI,
79,2022-04-14,AG. NORTE,D,IVA MEER TRF         000000002                    ,58189581, $ 0.04 ," $ 2,407.94 ",SPI,
80,2022-04-14,AG. NORTE,D,PAGO MEER TRF   00000000200013971292              ,58189581, $ 14.92 ," $ 2,393.02 ",LUZ01,
81,2022-04-18,CANAL CORPORATIVO QUITO,C,PDIRECTO TRANSF RECIBIDAS                         ,171498688, $ 15.00 ," $ 2,408.02 ",,
82,2022-04-21,AG. NORTE,C,TRANSFERENCIA INTERNET                            ,52533829, $ 5.00 ," $ 2,413.02 ",18,tarjeta
83,2022-04-22,AG. NORTE,C,TRANSFERENCIA INTERNET                            ,12567895, $ 13.50 ," $ 2,426.52 ",13,
84,2022-04-26,AG. NORTE ,C,DEP CNB 1722374640001,50631964, $ 15.00 ," $ 2,441.52 ",18,sala comunal
85,2022-04-27,CALDERON ,C,DEPOSITO,10828701, $ 30.00 ," $ 2,471.52 ",,
86,2022-04-28,AG. NORTE ,C,DEP CNB 1722374640001,51350629, $ 5.00 ," $ 2,476.52 ",10,tarjeta
87,2022-04-29,CANAL CORPORATIVO QUITO ,C,PDIRECTO TRANSF RECIBIDAS,51685068, $ 14.00 ," $ 2,490.52 ",,
88,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,1,EXPENSAS
89,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,2,EXPENSAS
90,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,3,EXPENSAS
91,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,4,EXPENSAS
92,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,5,EXPENSAS
93,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,6,EXPENSAS
94,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,7,EXPENSAS
95,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,8,EXPENSAS
96,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,9,EXPENSAS
97,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,10,EXPENSAS
98,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,11,EXPENSAS
99,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,12,EXPENSAS
100,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,13,EXPENSAS
101,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,14,EXPENSAS
102,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,15,EXPENSAS
103,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,16,EXPENSAS
104,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,17,EXPENSAS
105,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,18,EXPENSAS
106,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,19,EXPENSAS
107,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,20,EXPENSAS
108,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,21,EXPENSAS
109,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,22,EXPENSAS
110,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,23,EXPENSAS
111,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,24,EXPENSAS
112,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,25,EXPENSAS
113,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,26,EXPENSAS
114,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,27,EXPENSAS
115,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,28,EXPENSAS
116,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,29,EXPENSAS
117,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,30,EXPENSAS
118,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,31,EXPENSAS
119,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,32,EXPENSAS
120,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,33,EXPENSAS
121,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,34,EXPENSAS
122,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,35,EXPENSAS
123,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,36,EXPENSAS
124,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,37,EXPENSAS
125,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,38,EXPENSAS
126,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,39,EXPENSAS
127,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,40,EXPENSAS
128,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,41,EXPENSAS
129,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,42,EXPENSAS
130,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,43,EXPENSAS
131,2022-05-01,PUMAMAQUI, D ,EXPENSA MES  MAYO,1052022,13.5,0,44,EXPENSAS
132,2022-05-03,AG. NORTE ,C,TRANSFERENCIA INTERNET,146119844, $ 13.50 ," $ 2,693.52 ",,
133,2022-05-03,CENTRO SERVIC. OPERAT. SS. QTO ,C,TRANSFERENCIA INTERBANCARIA RECIBIDA,141589292, $ 35.00 ," $ 2,680.02 ",12,
134,2022-05-03,AG. NORTE ,C,TRANSFERENCIA INTERNET,138768201, $ 81.00 ," $ 2,645.02 ",,
135,2022-05-03,AG. NORTE ,C,TRANSFERENCIA INTERNET,121587938, $ 10.00 ," $ 2,564.02 ",27,tarjeta
136,2022-05-03,AG. NORTE ,C,TRANSFERENCIA INTERNET,121482717, $ 50.00 ," $ 2,554.02 ",27,
137,2022-05-03,AG. NORTE ,C,TRANSFERENCIA INTERNET,120538079, $ 13.50 ," $ 2,504.02 ",30,
138,2022-05-04,AG. NORTE ,C,TRANSFERENCIA INTERNET,64718501, $ 14.00 ," $ 2,721.02 ",29,
139,2022-05-04,AG. NORTE ,C,TRANSFERENCIA INTERNET,35521423, $ 13.50 ," $ 2,707.02 ",3,
140,2022-05-05,AG. NORTE ,C,TRANSFERENCIA INTERNET,20072662, $ 13.50 ," $ 2,734.52 ",40,
141,2022-05-06,AG. NORTE ,C,DEP CNB 1715498646001,38980270, $ 13.50 ," $ 2,748.02 ",,
142,2022-05-09,CENTRO SERVIC. OPERAT. SS. QTO ,D,84211020-CORPORACION NAC-CT-CC|210011032,117200732, $ 14.40 ," $ 2,773.72 ",TELEFONO,
143,2022-05-09,CENTRO SERVIC. OPERAT. SS. QTO ,D,COSTO IVA CASH,117200732, $ 0.04 ," $ 2,788.12 ",SPI,
144,2022-05-09,CENTRO SERVIC. OPERAT. SS. QTO ,D,COSTO OPER CASH,117200732, $ 0.36 ," $ 2,788.16 ",SPI,
145,2022-05-09,AG. NORTE ,C,TRANSFERENCIA INTERNET,106827104, $ 13.50 ," $ 2,788.52 ",,
146,2022-05-09,AG. NORTE ,C,TRANSFERENCIA INTERNET,21292260, $ 27.00 ," $ 2,775.02 ",6,
147,2022-05-16,AG. NORTE ,D,PAGO MEER TRF 00000000200013971292,21134162, $ 15.84 ," $ 2,731.22 ",LUZ01,
148,2022-05-16,AG. NORTE ,D,IVA MEER TRF 000000002,21134162, $ 0.04 ," $ 2,747.06 ",SPI,
149,2022-05-16,AG. NORTE ,D,COM MEER TRF 000000002,21134162, $ 0.31 ," $ 2,747.10 ",SPI,
150,2022-05-16,AG. NORTE ,D,PAGO MEER TRF 00000000200013981168,20780509, $ 25.96 ," $ 2,747.41 ",LUZ02,
151,2022-05-16,AG. NORTE ,D,IVA MEER TRF 000000002,20780509, $ 0.04 ," $ 2,773.37 ",SPI,
152,2022-05-16,AG. NORTE ,D,COM MEER TRF 000000002,20780509, $ 0.31 ," $ 2,773.41 ",SPI,
153,2022-05-17,AG. NORTE ,C,TRANSFERENCIA INTERNET,41557854, $ 342.00 ," $ 3,073.22 ",,
154,2022-05-18,CANAL CORPORATIVO QUITO ,C,PDIRECTO TRANSF RECIBIDAS,25990449, $ 30.00 ," $ 3,103.22 ",,
155,2022-05-20,AG. NORTE ,C,TRANSFERENCIA INTERNET,32491337, $ 13.50 ," $ 3,126.72 ",13,
156,2022-05-20,CALDERON ,C,DEPOSITO,13377546, $ 10.00 ," $ 3,113.22 ",,
157,2022-05-24,AG. NORTE ,C,TRANSFERENCIA INTERNET,156871859, $ 162.00 ," $ 3,288.72 ",11,
158,2022-05-30,AG. NORTE ,C,TRANSFERENCIA INTERNET,92282494, $ 13.50 ," $ 3,302.22 ",40,
159,2022-06-01,CANAL CORPORATIVO QUITO ,C,PDIRECTO TRANSF RECIBIDAS,57059831, $ 14.00 ," $ 3,329.72 ",,
160,2022-06-01,AG. NORTE ,C,TRANSFERENCIA INTERNET,43572020, $ 13.50 ," $ 3,315.72 ",,
161,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,1,EXPENSAS
162,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,2,EXPENSAS
163,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,3,EXPENSAS
164,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,4,EXPENSAS
165,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,5,EXPENSAS
166,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,6,EXPENSAS
167,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,7,EXPENSAS
168,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,8,EXPENSAS
169,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,9,EXPENSAS
170,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,10,EXPENSAS
171,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,11,EXPENSAS
172,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,12,EXPENSAS
173,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,13,EXPENSAS
174,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,14,EXPENSAS
175,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,15,EXPENSAS
176,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,16,EXPENSAS
177,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,17,EXPENSAS
178,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,18,EXPENSAS
179,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,19,EXPENSAS
180,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,20,EXPENSAS
181,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,21,EXPENSAS
182,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,22,EXPENSAS
183,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,23,EXPENSAS
184,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,24,EXPENSAS
185,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,25,EXPENSAS
186,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,26,EXPENSAS
187,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,27,EXPENSAS
188,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,28,EXPENSAS
189,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,29,EXPENSAS
190,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,30,EXPENSAS
191,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,31,EXPENSAS
192,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,32,EXPENSAS
193,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,33,EXPENSAS
194,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,34,EXPENSAS
195,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,35,EXPENSAS
196,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,36,EXPENSAS
197,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,37,EXPENSAS
198,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,38,EXPENSAS
199,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,39,EXPENSAS
200,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,40,EXPENSAS
201,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,41,EXPENSAS
202,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,42,EXPENSAS
203,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,43,EXPENSAS
204,2022-06-01,PUMAMAQUI, D ,EXPENSA MES  JUNIO,1062022,13.5,0,44,EXPENSAS
205,2022-06-02,AG. NORTE ,C,TRANSFERENCIA INTERNET,43323538, $ 13.50 ," $ 3,343.22 ",30,
206,2022-06-06,CANAL CORPORATIVO QUITO ,C,PDIRECTO TRANSF RECIBIDAS,121554339, $ 40.00 ," $ 3,411.72 ",35,
207,2022-06-06,AG. NORTE ,C,DEP CNB 1711297463002,113227175, $ 13.50 ," $ 3,371.72 ",,
208,2022-06-06,AG. NORTE ,C,DEP CNB 1711297463002,113073777, $ 15.00 ," $ 3,358.22 ",,
209,2022-06-07,CENTRO SERVIC. OPERAT. SS. QTO ,D,85244689-CORPORACION NAC-CT-CC|210011032,56617489, $ 14.36 ," $ 3,410.46 ",TELEFONO,
210,2022-06-07,CENTRO SERVIC. OPERAT. SS. QTO ,D,COSTO IVA CASH,56617489, $ 0.04 ," $ 3,424.82 ",SPI,
211,2022-06-07,CENTRO SERVIC. OPERAT. SS. QTO ,D,COSTO OPER CASH,56617489, $ 0.36 ," $ 3,424.86 ",SPI,
212,2022-06-07,AG. NORTE ,C,TRANSFERENCIA INTERNET,30725370, $ 13.50 ," $ 3,425.22 ",,
213,2022-06-09,AG. NORTE ,C,TRANSFERENCIA INTERNET,13830394, $ 13.50 ," $ 3,423.96 ",,
214,2022-06-10,AG. NORTE ,C,TRANSFERENCIA INTERNET,59269667, $ 15.00 ," $ 3,452.46 ",,
215,2022-06-10,AG. NORTE ,C,TRANSFERENCIA INTERNET,20483516, $ 13.50 ," $ 3,437.46 ",,
216,2022-06-13,AG. NORTE ,C,TRANSFERENCIA INTERNET,15976711, $ 54.00 ," $ 3,506.46 ",,
217,2022-06-15,AG. NORTE ,D,PAGO MEER TRF 00000000200013971292,55773055, $ 16.24 ," $ 3,479.47 ",LUZ01,
218,2022-06-15,AG. NORTE ,D,IVA MEER TRF 000000002,55773055, $ 0.04 ," $ 3,495.71 ",SPI,
219,2022-06-15,AG. NORTE ,D,COM MEER TRF 000000002,55773055, $ 0.31 ," $ 3,495.75 ",SPI,
220,2022-06-15,AG. NORTE ,D,PAGO MEER TRF 00000000200013981168,55385333, $ 23.55 ," $ 3,496.06 ",LUZ02,
221,2022-06-15,AG. NORTE ,D,IVA MEER TRF 000000002,55385333, $ 0.04 ," $ 3,519.61 ",SPI,
222,2022-06-15,AG. NORTE ,D,COM MEER TRF 000000002,55385333, $ 0.31 ," $ 3,519.65 ",SPI,
223,2022-06-15,CALDERON ,C,DEPOSITO,12615616, $ 13.50 ," $ 3,519.96 ",,
224,2022-06-20,CALDERON ,C,DEPOSITO,108849584, $ 10.00 ," $ 3,489.47 ",,
225,2022-06-23,AG. NORTE ,C,TRANSFERENCIA INTERNET,10555626, $ 13.50 ," $ 3,502.97 ",13,
226,2022-06-27,CALDERON ,C,DEPOSITO,78132096, $ 10.00 ," $ 2,912.97 ",,
227,2022-06-27,CALDERON ,D,PAGO CHEQUE,159, $ 600.00 ," $ 2,902.97 ",CHEQUE,
228,2022-06-28,CALDERON ,C,DEPOSITO,32919229, $ 10.00 ," $ 2,922.97 ",,
